,House_ID,Built_Date,Priced_Date,Garden,Dock_Distance,Capital_Distance,Royal_Distance,Guarding_Distance,River_distance,Renovation,Dining_Rooms,Bedroom,Bathroom,King_visit,Curse,Blessing,Farm_land,Location,Tall,Knight_Distance,Builder,Golden_Grains
3310,6e32fa53,70916031852,30216081834,0.0,24.328414,22.0147835,35.196631,76.090547,38.4092675,0.0,2.5,4.0,3.5,0.0,0.0,138.0,,,1.0,32.57456,Not_Known,1423786
3311,6e32fa72,61916020727,100816000000,0.0,5.221804,15.435405,38.1569,143.177164,23.554192,0.0,3.0,4.0,4.0,0.0,0.0,145.0,small,The Mountains,1.0,26.003556,Not_Known,1441263
3312,6e32fa9b,51816040121,100716000000,0.0,18.736693,27.403868,8.845899,55.549717,41.52502,0.0,3.0,3.0,3.0,0.0,0.0,133.0,small,,1.0,37.769296,Not_Known,1374694
3313,6e32fb15,11516061131,121616000000,0.0,51.636462,82.803094,76.069154,101.632155,15.195244,0.5,2.0,2.0,2.0,0.0,0.0,77.0,small,Cursed Land,1.0,93.793356,Not_Known,1085069
3314,6e32fb2d,82716022257,111816000000,0.0,3.747295,25.321848,60.711178,256.81302,23.55895,1.0,2.0,4.0,3.0,0.0,0.0,135.0,small,The Mountains,1.0,36.319008,Not_Known,1332812
3315,6e32fb32,32016062218,112616000000,0.0,39.659241,70.480167,93.534276,115.017696,38.600904,0.0,2.0,4.0,4.0,0.0,0.0,90.0,huge,King's Landing,1.0,80.564024,Not_Known,1217053
3316,6e32fb42,41616030240,101516000000,0.0,78.621607,22.410389,29.132692,20.186498,35.643426,0.0,2.0,3.0,3.0,0.0,0.0,138.0,small,Cursed Land,1.0,32.911743,Not_Known,1258279
3317,6e32fb77,51316052351,101416000000,0.0,12.935661,57.925729,18.246849,50.317402,2.969223,0.0,3.0,4.0,3.0,0.0,0.0,102.0,small,The Mountains,1.0,68.925455,Not_Known,1374481
3318,6e32fb94,51016051153,11116111546,0.0,76.605566,31.845311,7.361006,75.478614,13.524645,0.0,2.0,2.0,4.0,0.0,0.0,128.0,small,The Mountains,1.0,42.614391,Not_Known,1380774
3319,6e32fbff,82816060759,32416100411,0.0,74.4706225,42.796722,102.868405,62.861911,65.853407,0.0,2.0,3.0,3.5,0.0,0.0,117.0,small,The Mountains,1.0,53.320667,Not_Known,1259345
3320,6e32fc05,51216032438,52016070456,0.0,72.335679,3.381419,22.422317,128.969827,16.117853,0.0,3.0,2.0,3.0,0.0,0.0,157.0,small,The Mountains,1.0,13.558448,Not_Known,1470236
3321,6e32fc2b,50916031122,110816000000,0.0,70.2007355,25.000582,15.0870545,117.355354,14.16215,0.0,3.0,3.0,3.0,0.0,0.0,135.0,huge,The Mountains,1.0,35.596694,Not_Known,1420163
3322,6e32fc7f,32316001427,92516081340,0.0,68.065792,4.532771,7.751792,96.364955,17.243011,0.0,3.0,2.0,2.0,0.0,1.0,155.0,small,Cursed Land,0.0,14.987688,Not_Known,1396374
3323,6e32fc83,111116000000,11616100557,0.0,127.286034,15.377304,32.66132,79.99427,7.847445,0.5,4.0,4.0,3.0,0.0,0.0,145.0,huge,The Mountains,1.0,25.488431,Not_Known,1564506
3324,6e32fcda,10816022212,120916000000,0.0,10.261888,3.505321,76.593255,30.426826,24.279057,1.0,4.0,2.0,2.0,0.0,0.0,156.0,small,Servant's Premises,1.0,13.888761,Not_Known,1428186
3325,6e32fce0,60916041548,30116121040,0.0,64.5088175,10.896033,21.2921,2.420943,27.232065,0.0,4.0,3.0,4.0,0.0,0.0,149.0,small,Cursed Land,1.0,21.563332,Not_Known,1484848
3326,6e32fd4e,41616002233,92116090342,0.0,118.755747,48.419562,22.865964,57.455086,9.82772,1.0,3.0,2.0,3.5,0.0,0.0,112.0,small,Servant's Premises,1.0,59.268591,Not_Known,1219618
3327,6e32fd62,111316000000,120216000000,0.0,32.248313,49.698797,60.718315,17.275272,40.277726,0.0,4.0,2.0,3.0,0.0,0.0,110.0,small,The Mountains,1.0,60.548922,Not_Known,1289794
3328,6e32fdc9,101616000000,40416102246,0.0,71.175365,1.861211,32.795782,140.67733,4.459521,0.0,3.0,2.0,3.0,0.0,1.0,158.0,small,Servant's Premises,1.0,12.606604,Not_Known,1402317
3329,6e32fde6,111116000000,71616101150,0.0,61.379609,105.414407,45.44903,40.477348,29.988363,0.0,4.0,3.0,2.0,0.0,0.0,55.0,small,The Mountains,1.0,115.448305,Not_Known,1081941
3330,6e32fe33,21916031353,41616072118,0.0,76.46147,0.058365,58.102278,138.547952,7.455849,0.0,2.0,2.0,4.0,0.0,0.0,160.0,small,The Mountains,1.0,10.312411,Not_Known,1469703
3331,6e32fe46,110116000000,12616101911,0.0,46.900432,98.12384,28.451716,71.61603,0.969188,0.0,4.0,2.0,3.0,0.0,0.0,62.0,small,The Mountains,1.0,108.571974,Not_Known,1152722
3332,6e32fe92,51416041537,122516000000,0.0,17.339394,15.454288,11.657551,18.136045,18.48881,0.0,3.0,3.0,3.0,0.0,0.0,145.0,small,The Mountains,1.0,25.625722,Not_Known,1565586
3333,6e32fe99,51716010133,51316080646,0.0,30.694455,50.808563,69.409121,97.039068,27.869314,1.0,3.0,3.0,3.0,0.0,0.0,109.0,small,Cursed Land,1.0,61.075428,Not_Known,1167343
3334,6e32fec1,12616021032,60816091520,0.0,12.178779,41.9450805,37.835337,143.824629,32.292319,0.0,3.0,4.0,2.0,0.0,0.0,74.0,small,,1.0,52.165201,Not_Known,1339992
3335,6e32ff5a,92816021515,22416081741,0.0,14.961595,33.081598,63.105867,122.414393,39.492697,0.0,4.0,3.0,4.0,0.0,0.0,127.0,small,Servant's Premises,1.0,43.254974,Not_Known,1382795
3336,6e32ff84,51116040417,52616101629,0.0,79.529939,86.958695,15.748612,101.004157,0.189549,0.0,3.0,3.0,3.0,0.0,0.0,73.0,huge,The Mountains,1.0,97.554894,Not_Known,1218539
3337,6e32ff8a,11916000944,22816101056,0.0,43.5625725,46.1447735,40.6274685,70.1842175,7.4062635,0.0,2.5,3.5,3.0,0.0,0.0,114.0,,,1.0,56.5440255,Not_Known,1280055
3338,6e32ffa4,60416030638,90516080518,0.0,7.595206,5.330852,65.506325,39.364278,14.622978,0.0,2.0,4.0,3.0,0.0,0.0,155.0,huge,Servant's Premises,1.0,15.533157,Not_Known,1497555
3339,6e32ffbc,90716050611,32116090554,0.0,57.574187,29.120198,40.854673,198.464259,6.107347,0.0,3.0,4.0,2.5,0.0,0.0,131.0,small,The Mountains,1.0,39.890124,Not_Known,1383022
3340,6e32ffd2,32616051832,72616091728,0.0,34.39893,14.219498,7.270673,141.320646,44.026502,0.0,3.0,4.0,2.0,0.0,0.0,146.0,huge,,1.0,24.82836,Not_Known,1547845
3341,6e33007d,122416000000,101016000000,0.0,11.223673,44.924329,95.097804,38.676655,11.688612,0.0,3.0,4.0,4.0,0.0,0.0,115.0,small,King's Landing,1.0,55.379408,Not_Known,1396264
3342,6e3300db,100716000000,110916000000,0.0,55.033296,3.66368,94.561786,63.459487,23.939544,0.0,3.0,3.0,2.0,0.0,0.0,156.0,small,Servant's Premises,1.0,14.663376,Not_Known,1371506
3343,6e330116,110716000000,90816090552,0.0,73.30857,25.4995025,76.061119,128.8826185,35.4697525,0.0,3.0,2.66666666667,2.0,0.0,0.5,134.5,,,0.5,36.0325285,Not_Known,1405831
3344,6e330143,42116050626,91416111327,0.0,91.583844,47.335325,57.560452,194.30575,46.999961,0.0,3.0,2.33333333333,2.0,0.0,1.0,113.0,small,King's Landing,0.0,57.401681,Not_Known,1213471
3345,6e330165,62716061216,20516112413,0.0,54.045793,55.307181,93.22466,20.762906,12.283532,0.0,4.0,2.0,2.0,0.0,0.0,105.0,small,The Mountains,1.0,65.780303,Not_Known,1286529
3346,6e330186,31216060642,112116000000,0.0,4.762615,19.082156,52.283547,53.132043,23.221417,0.0,4.0,3.0,2.0,0.0,0.0,141.0,small,The Mountains,1.0,29.097251,Not_Known,1508563
3347,6e33018a,30616051042,11416081744,0.0,18.596349,48.928472,14.707162,3.182062,23.218664,1.0,2.0,4.0,2.0,0.0,0.0,111.0,small,Cursed Land,1.0,59.326511,Not_Known,1385921
3348,6e3301c1,102116000000,90116100726,0.0,31.230621,2.535848,1.470792,145.075626,77.42414,0.0,3.0,3.0,4.0,0.0,0.0,157.0,small,The Mountains,1.0,13.133056,Not_Known,1508595
3349,6e3302d7,82116051749,81416080338,0.0,43.864893,88.027636,29.040239,221.523204,36.697346,0.0,3.0,2.0,4.0,0.0,1.0,72.0,small,King's Landing,0.0,98.113996,Not_Known,1144845
3350,6e330322,50616051822,111716000000,0.0,59.620884,52.327569,11.574883,33.842941,51.33301,0.0,4.0,4.0,4.0,0.0,0.0,108.0,small,Servant's Premises,1.0,63.24813,Not_Known,1328647
3351,6e33034a,122216000000,12716091824,0.0,81.339217,88.552196,45.914247,145.668308,60.356525,0.0,2.0,4.0,4.0,0.0,0.0,71.0,small,Servant's Premises,1.0,99.468249,Not_Known,1037500
3352,6e330350,72316051917,102016000000,0.0,47.769289,46.056411,91.764398,79.1649085,45.593997,0.0,3.0,3.5,4.0,0.0,0.0,113.5,,,1.0,56.542294,Not_Known,1068387
3353,6e330392,102716000000,90716101045,0.0,14.199361,3.560626,137.614549,12.661509,30.831469,0.0,4.0,3.0,4.0,0.0,0.0,156.0,small,King's Landing,1.0,13.616339,Not_Known,1560462
3354,6e3303cf,60216001940,11216080137,0.0,78.473017,53.460631,50.836758,60.531135,7.556717,0.0,3.0,4.0,3.0,0.0,1.0,107.0,small,,1.0,64.262597,Not_Known,1234192
3355,6e330415,12716021954,91516080747,0.0,48.3091505,86.730038,81.8752,9.758893,7.85074,0.0,2.0,4.0,3.0,0.0,0.0,73.0,huge,King's Landing,1.0,97.693983,Not_Known,1237022
3356,6e3304db,90916000452,11016080458,0.0,18.145284,94.363703,53.572677,267.741413,18.109834,0.0,2.0,2.0,2.0,0.0,0.0,74.0,small,Cursed Land,1.0,105.0039465,Not_Known,1152552
3357,6e3304e9,90716041013,52016102226,0.0,38.522382,101.997368,61.371814,142.358813,46.647237,0.0,3.0,2.0,4.0,0.0,0.0,58.0,huge,The Mountains,1.0,112.31391,Not_Known,1067684
3358,6e330551,82416060652,121816000000,0.0,12.576751,33.705435,69.170951,25.740817,13.605835,0.0,2.0,3.0,3.0,0.0,1.0,126.0,small,The Mountains,0.0,43.921213,Not_Known,1381029
3359,6e33056f,81316060355,70216070643,0.0,78.308978,17.228522,58.656519,131.586706,60.441282,0.0,4.0,4.0,2.0,0.0,1.0,143.0,small,King's Landing,0.0,27.815448,Not_Known,1509419
3360,6e3305b1,41916060625,90116121427,0.0,98.678272,30.130374,6.049395,175.584024,30.828451,0.0,2.0,4.0,3.0,0.0,0.0,130.0,small,The Mountains,0.2,40.461442,Not_Known,1313143
3361,6e330684,122616000000,72716120754,0.0,61.9438255,28.072339,68.97487,107.8744995,31.2650155,0.0,3.0,4.0,2.5,0.0,0.0,102.0,,,0.4,38.5239606667,Not_Known,1307123
3362,6e3306c9,22816061731,21516110946,0.0,25.209379,26.014304,131.900345,40.164975,31.70158,0.0,4.0,4.0,2.0,0.0,0.0,74.0,small,The Mountains,0.6,36.5864793333,Not_Known,1268372
3363,6e33074e,71416021739,22816090311,0.0,27.93653,23.956269,61.860813,28.694753,32.314647,0.0,3.0,3.0,2.0,0.0,0.0,136.0,huge,Servant's Premises,0.8,34.648998,Not_Known,1367245
3364,6e330770,100116000000,71016080212,0.0,42.310386,20.955176,8.068476,47.620881,2.280422,0.0,4.0,3.0,2.0,0.0,0.0,139.0,huge,The Mountains,1.0,31.426842,Not_Known,1570848
3365,6e33079f,71516041144,51716090449,0.0,49.115152,17.502167,31.887349,46.688955,12.986163,0.0,4.0,4.0,2.0,0.0,0.0,142.0,small,King's Landing,1.0,28.501749,Not_Known,1548979
3366,6e33081a,82116000624,81016112235,0.0,6.907654,72.234662,61.097109,293.944158,24.770015,0.0,4.0,2.0,2.0,0.0,0.0,88.0,small,Servant's Premises,1.0,82.940191,Not_Known,1066794
3367,6e330832,80316040615,62816070747,0.0,87.431099,0.226289,0.270108,23.776124,41.556074,0.0,3.0,3.0,4.0,0.0,0.0,160.0,small,Servant's Premises,1.0,10.253588,Not_Known,1566969
3368,6e330859,111616000000,32016100436,0.0,43.808217,40.377811,40.092399,49.952393,18.233495,0.0,2.0,3.0,4.0,0.0,1.0,120.0,huge,Servant's Premises,0.0,50.958333,Not_Known,1329843
3369,6e3308e7,81816020127,71516110110,0.0,80.885707,40.420099,32.65879,56.055718,8.516242,0.0,3.0,3.0,3.0,0.0,1.0,120.0,small,King's Landing,0.0,50.524855,Not_Known,1347063
3370,6e330909,120216000000,111216000000,0.0,90.597421,87.644318,29.089207,62.159043,49.182756,0.0,4.0,4.0,4.0,0.0,0.0,72.0,small,Cursed Land,0.333333333333,98.11092,Not_Known,1136134
3371,6e33093d,111716000000,22816101835,0.0,34.701098,4.013277,128.037935,112.419526,20.477852,0.0,2.0,3.0,2.0,0.0,0.0,156.0,huge,King's Landing,0.666666666667,14.858106,Not_Known,1376604
3372,6e330947,81816021915,100716000000,0.0,75.413552,48.615709,27.324394,59.201162,2.869658,0.0,2.0,4.0,4.0,0.0,0.0,111.0,huge,The Mountains,1.0,58.852118,Not_Known,1390988
3373,6e330956,20416031742,110516000000,0.0,41.498265,63.44816,46.329052,195.618896,49.880806,0.0,2.0,3.0,4.0,0.0,0.0,97.0,huge,The Mountains,1.0,73.910774,Not_Known,1202856
3374,6e330961,41216050847,31516080835,0.0,6.600701,89.903397,60.739458,50.832635,50.324524,0.0,3.0,3.0,4.0,0.0,0.0,70.0,huge,The Mountains,1.0,100.47319,Not_Known,1219223
3375,6e330a18,62816041222,92116111345,0.0,0.890137,112.642941,108.583496,84.34021,17.476307,0.0,4.0,4.0,4.0,0.0,0.0,47.0,small,Cursed Land,1.0,122.825498,Not_Known,1015591
3376,6e330a3a,92516041950,12216080221,0.0,27.372514,126.451795,64.356664,164.834312,38.53027,0.0,4.0,4.0,3.0,0.0,1.0,34.0,small,The Mountains,1.0,137.025263,Not_Known,958667
3377,6e330a51,92716021322,81116102243,0.0,34.578649,5.987801,32.170489,23.4337,57.330778,1.0,3.0,2.0,3.0,0.0,0.0,154.0,small,Cursed Land,1.0,16.129373,Not_Known,1405443
3378,6e330a74,92716050534,20316100249,0.0,20.130928,48.229502,67.750208,274.510684,45.84013,1.0,3.0,4.0,3.0,0.0,0.0,112.0,huge,The Mountains,1.0,58.88061,Not_Known,1318331
3379,6e330ae5,20716002446,101116000000,0.0,58.035657,128.16435,41.697427,51.785534,33.270926,0.0,3.0,2.0,4.0,0.0,0.0,32.0,small,King's Landing,1.0,138.869387,Not_Known,981523
3380,6e330b0a,11816050244,50616090549,0.0,20.877113,44.278414,75.636129,30.56936,87.334035,0.0,2.0,2.0,2.0,0.0,0.0,116.0,small,The Mountains,1.0,54.737969,Not_Known,1248432
3381,6e330b23,121016000000,31916101042,0.0,87.830482,28.245955,100.971465,25.876946,38.494807,0.0,4.0,4.0,4.0,0.0,0.0,132.0,small,The Mountains,1.0,38.565251,Not_Known,1427707
3382,6e330b74,70616060410,100116000000,0.0,5.933847,65.627362,40.655195,41.864939,24.379176,0.0,4.0,3.0,3.0,0.0,0.0,94.0,huge,The Mountains,0.5,76.370273,Not_Known,1316280
3383,6e330c2a,51916010331,40916120247,0.0,68.664772,23.601908,64.542262,125.8592,51.999627,0.0,4.0,3.0,4.0,0.0,1.0,136.0,huge,King's Landing,0.0,33.876477,Not_Known,1325315
3384,6e330c72,40516051128,112516000000,0.0,20.718981,7.800937,44.13427,171.542028,9.200517,0.0,4.0,2.66666666667,3.0,0.0,0.0,152.0,small,The Mountains,1.0,18.690711,Not_Known,1522148
3385,6e330cbc,12516020339,20916090333,0.0,115.020012,12.311715,23.726278,243.953194,12.415991,0.0,3.0,2.33333333333,4.0,0.0,0.0,148.0,small,Servant's Premises,1.0,23.007453,Not_Known,1322421
3386,6e330cc8,91516001519,121416000000,0.0,72.2493385,120.578307,3.318286,30.353297,13.50313,0.0,2.0,2.0,2.0,0.0,0.0,39.0,small,Cursed Land,1.0,130.683963,Not_Known,910609
3387,6e330cd4,51216030340,60516121016,0.0,29.478665,7.194203,50.125279,171.204332,4.769043,0.0,2.0,2.0,2.0,0.0,0.0,153.0,small,The Mountains,1.0,17.63319,Not_Known,1402742
3388,6e330d73,101316000000,60716101234,0.0,6.393889,110.6657,96.932272,70.199583,22.776143,0.0,2.0,4.0,3.0,0.0,1.0,49.0,small,,0.0,121.409352,Not_Known,1032576
3389,6e330d99,71916041253,50816120119,0.0,16.770733,5.716641,59.82137,55.736555,57.867607,0.5,2.0,4.0,3.0,0.0,0.0,154.0,huge,Servant's Premises,1.0,15.844545,Not_Known,1472916
3390,6e330dba,22016001127,31716090410,0.0,53.4330755,34.001845,4.104978,155.887292,54.428231,1.0,2.0,2.0,3.0,0.0,0.0,126.0,small,The Mountains,1.0,44.307558,Not_Known,1281551
3391,6e330dcc,12516002210,62016072351,0.0,90.095418,77.7755,25.944647,64.996907,23.843077,0.0,3.0,4.0,4.0,0.0,1.0,82.0,huge,Servant's Premises,1.0,88.741578,Not_Known,1137665
3392,6e330e06,122316000000,40516081117,0.0,121.439024,71.37778,125.097189,87.116241,75.744071,0.0,4.0,4.0,2.0,0.0,0.0,89.0,small,The Mountains,1.0,82.257115,Not_Known,1132309
3393,6e330e4d,60116061621,40716102151,0.0,61.6897865,34.655919,74.953533,51.476633,23.392029,0.0,3.0,3.0,4.0,0.0,0.0,125.0,small,King's Landing,1.0,45.530604,Not_Known,1438864
3394,6e330e7b,121616000000,101316000000,0.0,1.940549,44.526288,3.485088,159.982448,43.524631,0.0,2.0,4.0,3.0,0.0,1.0,115.0,small,Servant's Premises,0.0,54.879468,Not_Known,1290932
3395,6e330e85,112116000000,10616090157,0.0,34.777205,92.026063,15.305536,110.40741,60.541039,0.0,2.0,2.0,4.0,0.0,0.0,68.0,huge,Cursed Land,1.0,102.735779,Not_Known,1048108
3396,6e330f03,51616011413,31616120947,0.0,67.613861,89.520171,26.012396,166.39316,9.965697,0.0,2.0,2.0,2.0,0.0,1.0,70.0,small,The Mountains,0.0,100.426321,Not_Known,1017845
3397,6e33101b,101816000000,22216100628,0.0,100.450517,31.887664,42.303383,70.633948,14.893761,0.0,3.0,2.0,3.0,0.0,0.0,128.0,small,King's Landing,1.0,42.724796,Not_Known,1347033
3398,6e33104a,52316041137,12316102437,0.0,54.9175235,63.628227,67.999779,121.4809165,43.315137,0.0,3.33333333333,3.0,3.5,0.0,0.0,96.5,,,1.0,74.4203825,Not_Known,1134022
3399,6e331059,22316000932,112116000000,0.0,9.38453,95.36879,93.696175,172.327885,71.736513,0.0,3.66666666667,4.0,4.0,0.0,0.0,65.0,huge,King's Landing,1.0,106.115969,Not_Known,1086710
3400,6e3310ca,40216061037,100816000000,0.0,44.223015,29.357193,43.597814,31.516209,5.019306,0.0,4.0,2.0,2.0,0.0,0.0,131.0,small,Cursed Land,1.0,39.886411,Not_Known,1412554
3401,6e331114,91516030816,81616071138,0.0,79.0615,105.59846,11.504236,155.784614,1.541346,0.0,3.0,2.0,2.0,0.0,0.0,54.0,huge,Servant's Premises,1.0,115.78931,Not_Known,1088862
3402,6e331116,41716061630,50816071023,0.0,6.671626,19.637724,30.659714,145.888665,28.717368,0.0,3.0,4.0,2.0,0.0,1.0,140.0,small,King's Landing,0.0,30.437734,Not_Known,1573439
3403,6e331133,40616021549,21216071517,0.0,10.628901,31.197187,76.780631,37.134757,85.150105,0.0,2.0,2.0,4.0,0.0,1.0,129.0,small,The Mountains,0.333333333333,41.951225,Not_Known,1231079
3404,6e331168,40316061356,20816091941,0.0,39.836125,28.642842,102.512507,152.640376,40.745083,0.0,3.0,2.0,4.0,0.0,0.0,74.0,huge,The Mountains,0.666666666667,39.1760605,Not_Known,1195951
3405,6e3311a4,22216031727,92816102134,0.0,23.880556,26.088497,8.605839,30.240997,16.338806,0.0,4.0,2.0,3.0,0.0,0.0,134.0,huge,King's Landing,1.0,36.400896,Not_Known,1531145
3406,6e331235,70416001810,11516080611,0.0,7.924987,51.576599,93.506585,128.641794,8.04385,0.0,4.0,3.0,2.0,0.0,0.0,108.0,small,The Mountains,1.0,62.035519,Not_Known,1184068
3407,6e331252,110916000000,91116120636,0.0,78.242041,66.639474,34.418017,86.196928,39.471178,0.0,4.0,4.0,4.0,0.0,0.0,93.0,small,The Mountains,1.0,76.647342,Not_Known,1259033
3408,6e331258,120616000000,82816111918,0.0,55.137273,13.464563,25.212004,73.012099,38.585006,0.0,3.0,4.0,2.0,0.0,0.0,147.0,huge,,1.0,24.365194,Not_Known,1475564
3409,6e33131f,20516041140,70816071144,0.0,19.738076,27.372156,152.234051,60.66608,54.677096,0.0,2.0,4.0,2.0,0.0,0.0,133.0,small,The Mountains,1.0,38.110264,Not_Known,1278562
3410,6e33133f,31916000950,61716091548,0.0,94.509283,95.766879,23.548347,216.007676,1.139976,1.0,2.0,2.0,2.0,0.0,0.0,64.0,huge,Servant's Premises,1.0,106.412767,Not_Known,996661
3411,6e3313b4,10416061426,81516121817,0.0,72.852687,6.085939,38.405913,73.055729,16.045168,0.0,2.0,3.0,4.0,0.0,0.0,154.0,small,Servant's Premises,1.0,16.21145,Not_Known,1440779
3412,6e3313c8,51216060529,72016102058,0.0,11.535362,6.028496,53.263479,175.86916,74.07595,1.0,3.0,4.0,4.0,0.0,0.0,154.0,small,The Mountains,1.0,16.031621,Not_Known,1498309
3413,6e3313d3,111216000000,62216111643,0.0,43.469806,83.816482,86.57985,159.981226,14.551076,0.0,3.5,2.0,2.0,0.0,0.0,76.0,huge,The Mountains,1.0,93.898654,Not_Known,1047697
3414,6e3313fc,21116011647,42716091824,0.0,39.018028,49.258507,21.292288,127.209063,45.256953,0.0,4.0,3.0,4.0,0.0,0.0,111.0,small,The Mountains,1.0,59.567448,Not_Known,1318651
3415,6e331407,122116000000,101716000000,0.0,26.96876,47.1652705,38.5168665,96.919522,39.4758605,0.0,4.0,2.5,4.0,0.0,0.0,113.0,,,1.0,57.3251965,Not_Known,1233696
3416,6e33142d,10916040548,82416120153,0.0,14.919492,45.072034,55.741445,66.629981,33.694768,0.0,4.0,2.0,4.0,0.0,0.0,115.0,small,The Mountains,1.0,55.082945,Not_Known,1314566
3417,6e331495,112516000000,61616110518,0.0,37.811274,96.391568,1.995154,50.957233,32.006806,0.0,4.0,3.0,2.0,0.0,0.0,64.0,small,Servant's Premises,1.0,107.253975,Not_Known,1174603
3418,6e3314ca,30216060554,31116091825,0.0,0.97695,22.199523,76.246532,82.162062,2.93264,0.0,4.0,2.0,2.0,0.0,0.0,138.0,small,The Mountains,1.0,32.851764,Not_Known,1428310
3419,6e3314d1,90516060531,50716111938,0.0,25.126961,54.774138,70.95696,87.866928,46.052339,0.0,4.0,2.5,3.0,0.0,0.0,105.5,,,1.0,65.105301,Not_Known,1183050
3420,6e3314f7,11116051421,30116101730,0.0,49.276972,87.348753,65.667388,93.571794,89.172038,0.0,4.0,3.0,4.0,0.0,0.0,73.0,small,,1.0,97.358838,Not_Known,1112312
3421,6e33151d,10316041241,92316091144,0.0,13.932518,12.434417,38.9817435,191.052432,24.25632,1.0,2.0,4.0,2.0,0.0,1.0,148.0,small,Cursed Land,0.0,22.648094,Not_Known,1391348
3422,6e331586,121316000000,40116071040,0.0,82.082076,40.813302,12.296099,41.195811,15.79351,0.0,4.0,4.0,3.0,0.0,0.75,119.0,huge,Servant's Premises,0.333333333333,51.221486,Not_Known,1384703
3423,6e331597,51516060247,71616092217,0.0,97.3252373333,41.093967,13.7096185,55.6788395,39.291058,0.5,3.0,3.5,3.0,0.0,0.5,119.0,,,0.666666666667,51.674816,Not_Known,1385864
3424,6e3315fb,60416041151,71616112430,0.0,112.568398667,41.374632,15.123138,70.161868,62.788606,1.0,2.0,3.0,3.0,0.0,0.25,119.0,small,Cursed Land,1.0,52.128146,Not_Known,1258203
3425,6e331603,31216030356,50216111732,0.0,127.81156,53.468348,74.287169,68.7079105,1.902799,0.0,2.0,2.0,4.0,0.0,0.0,107.0,small,Cursed Land,1.0,64.360571,Not_Known,1046210
3426,6e33160a,61416051321,71016071024,0.0,99.5355836667,12.030761,27.306807,67.253953,10.553768,0.0,2.5,3.0,3.0,0.0,0.0,148.0,small,Servant's Premises,1.0,22.382193,Not_Known,1514471
3427,6e331636,12016040747,71816111054,0.0,71.2596073333,40.461154,12.84683,18.226095,49.433988,1.0,3.0,3.0,3.0,0.0,0.0,120.0,small,,1.0,51.052624,Not_Known,1341637
3428,6e33168a,21616010410,81716120637,0.0,42.983631,13.173468,10.801444,34.863693,34.105196,0.0,2.66666666667,3.0,3.0,0.0,0.0,147.0,small,The Mountains,1.0,23.997146,Not_Known,1425359
3429,6e331694,82116031923,92016071024,0.0,48.570638,78.824128,43.773963,215.593568,60.516744,0.0,2.33333333333,3.0,4.0,0.0,0.0,81.0,small,The Mountains,1.0,89.377721,Not_Known,1120448
3430,6e331699,32116002118,121016000000,0.0,101.377037,13.662917,56.60405,11.759266,22.553068,0.0,2.0,3.0,4.0,0.0,0.0,146.0,small,Cursed Land,1.0,23.717528,Not_Known,1290496
3431,6e33169e,81716061757,61716101131,0.0,70.3544435,23.913574,1.972431,133.742971,33.213417,0.0,3.0,3.0,4.0,0.0,0.0,136.0,small,Cursed Land,1.0,34.717575,Not_Known,1363790
3432,6e3316c2,120916000000,110316000000,0.0,39.33185,68.647658,55.024575,71.423482,27.079297,0.0,4.0,3.0,2.0,0.0,0.0,91.0,small,King's Landing,1.0,79.164438,Not_Known,1263375
3433,6e3316cc,11016020825,82516092219,0.0,46.891701,12.018938,32.800649,128.537899,31.822955,1.0,3.0,4.0,2.0,0.0,1.0,148.0,small,King's Landing,0.0,22.522116,Not_Known,1498287
3434,6e331716,62816010239,81316100229,0.0,38.813759,4.790322,25.72161,129.515834,33.460294,0.0,4.0,3.0,3.0,0.0,1.0,155.0,small,Servant's Premises,0.0,15.035668,Not_Known,1410400
3435,6e33174b,81816030517,90716081558,0.0,43.489844,19.596815,26.660537,101.682974,61.800159,0.0,2.0,2.0,4.0,0.0,1.0,140.0,small,King's Landing,0.0,30.591785,Not_Known,1407412
3436,6e331806,101716000000,22416100744,0.0,104.017757,29.123788,18.493779,104.994439,38.898485,0.0,2.5,3.0,3.0,0.0,0.0,131.0,small,,1.0,39.135294,Not_Known,1334008
3437,6e331822,21916001153,10716080556,0.0,65.270479,13.338778,41.959659,86.569673,39.604022,0.0,3.0,4.0,4.0,0.0,0.0,147.0,small,The Mountains,1.0,23.732971,Not_Known,1460996
3438,6e331842,30316001217,52316090336,0.0,85.757602,13.920721,55.029204,76.831309,19.853129,0.0,4.0,3.0,4.0,0.0,1.0,146.0,huge,Cursed Land,0.0,24.059224,Not_Known,1386565
3439,6e331858,12316062455,121216000000,0.0,11.263566,76.848288,9.070973,8.625409,5.534557,0.0,2.0,4.0,4.0,0.0,0.0,83.0,huge,Servant's Premises,0.5,87.37446,Not_Known,1262758
3440,6e33189b,30916020527,60216100117,0.0,22.901459,129.746896,114.050664,87.115194,31.074269,0.0,4.0,4.0,4.0,0.0,0.0,30.0,huge,The Mountains,1.0,140.207479,Not_Known,981852
3441,6e3318b9,120716000000,20916121753,0.0,35.737327,90.1188,54.691252,79.668773,75.855479,0.0,4.0,4.0,3.0,0.0,0.0,70.0,small,The Mountains,1.0,100.206701,Not_Known,1163614
3442,6e331913,31116021724,30216100941,0.0,65.908262,76.17161,28.0143865,215.312969,10.269335,0.0,4.0,4.0,3.0,0.0,0.5,84.0,small,King's Landing,1.0,87.10861,Not_Known,1235107
